fact_id,source_id,publisher,doc_type,species,substance,scientific_name,toxic_part,threshold_type,dose,unit,max_value,basis,life_stage,feeding_level,triage_level,effect,signs,onset,escalation_conditions,quote,locator,accessed_at,citation,extracted_by,note
F-034-028,S-034,Frontiers in Veterinary Science,toxicity_food,mammal,차(카페인·테오필린),Thea sinensis,,,,,,,,,,메틸잔틴(카페인·테오필린) 중독,불안·안절부절|다음|요실금|구토|설사|흥분|현저한 고체온|빈맥|고혈압|심부정맥|심실조기수축|근강직|운동실조|발작|혼수,초기 증상은 섭취 2-4시간 이내,,,"본문 'METHYLXANTHINES (CAFFEINE, THEOBROMINE, AND THEOPHYLLINE)' 절 (p.4)",2026-07-31,,ohb,원문은 차(Thea sinensis 의 잎)를 카페인·테오필린 급원으로 열거만 한다. 정량 수치 없음.
F-034-029,S-034,Frontiers in Veterinary Science,toxicity_food,dog,과라나 함유 허브 보충제,Paullinia cupana,종자,,,,,,,,,메틸잔틴(카페인) 중독,불안·안절부절|다음|요실금|구토|설사|흥분|현저한 고체온|빈맥|고혈압|심부정맥|심실조기수축|근강직|운동실조|발작|혼수,초기 증상은 섭취 2-4시간 이내,,,"본문 'METHYLXANTHINES (CAFFEINE, THEOBROMINE, AND THEOPHYLLINE)' 절 (p.4)",2026-07-31,"(52) Ooms TG, Khan SA, Means C. J Am Vet Med Assoc (2001) 21:225-9",ohb,과라나와 마황(ma huang)이 든 허브 보충제 섭취로 카페인·에페드린 중독 의심 47례(개). 용량 수치 없음.
F-034-030,S-034,Frontiers in Veterinary Science,toxicity_food,dog,카카오빈 껍질 정원 멀치,Theobroma cacao,,,,,,,,,,메틸잔틴 중독,불안·안절부절|다음|요실금|구토|설사|흥분|현저한 고체온|빈맥|고혈압|심부정맥|심실조기수축|근강직|운동실조|발작|혼수,초기 증상은 섭취 2-4시간 이내,,,"본문 'METHYLXANTHINES (CAFFEINE, THEOBROMINE, AND THEOPHYLLINE)' 절 (p.4)",2026-07-31,(53) Drolet R et al. (1984) · (54) Hansen S et al. Clin Toxicol (2003) 41:720,ohb,카카오빈 껍질로 만든 정원 멀치 섭취에 의한 메틸잔틴 중독 보고. 용량 수치 없음.
F-034-031,S-034,Frontiers in Veterinary Science,toxicity_food,dog,카페인 정제·카페인 함유 미끼,,,,,,,,,,,메틸잔틴(카페인) 중독,불안·안절부절|다음|요실금|구토|설사|흥분|현저한 고체온|빈맥|고혈압|심부정맥|심실조기수축|근강직|운동실조|발작|혼수,초기 증상은 섭취 2-4시간 이내,,,"본문 'METHYLXANTHINES (CAFFEINE, THEOBROMINE, AND THEOPHYLLINE)' 절 (p.4)",2026-07-31,"(55) Michael SJ (1961) · (56) Foor J, Stowe CM (1975) · (57) Tawde SN et al. (2012)",ohb,"카페인 정제(55,56)와 다진 고기에 섞인 카페인 미끼에 의한 악의적 중독 의심 1례(57). 용량 수치 없음."
F-034-032,S-034,Frontiers in Veterinary Science,toxicity_food,dog,자일리톨,,,임상징후 발현,0.03,g/kg,,,,NEVER,,인슐린 분비 자극에 의한 저혈당,구토|기면|운동실조|허탈|발작,"섭취 후 30-60분, 최대 12시간까지 지연 가능",,,본문 'XYLITOL' 절 (p.4-5),2026-07-31,(68) DuHadway MR et al. J Vet Emerg Crit Care (2015) 25:646-54,ohb,"본문 'Doses, as low as 0.03 g/kg, have resulted in hypoglycemia in this species (68)' — 'have resulted in' 은 인과 서술이라 초안의 임상징후 발현을 유지한다. 다만 같은 출처의 192례 후향 연구에서 '저혈당군과 정상혈당군 사이에 추정 섭취량의 유의한 차이가 없었다' 고 하므로 용량-반응이 뚜렷하지 않다 — 팀장 확인 권고. 결론절 'foodstuffs that must not be fed to dogs and cats' 에 근거해 feeding_level=NEVER."
F-034-033,S-034,Frontiers in Veterinary Science,toxicity_food,dog,자일리톨,,,중증,0.5,g/kg,,,,NEVER,,자일리톨 유발 급성 간부전(간괴사·응고장애),기면|황달|구토|점상출혈|반상출혈|위장관 출혈,1-72시간(Table 2 증례 기준),,,본문 'XYLITOL' 절 (p.4-5),2026-07-31,(70) Dunayer EK. Vet Med (2006) 12:791-7,ohb,"본문 'According to the ASPCA APCC data, the lowest dose associated with xylitol-induced liver failure in dogs is 0.5 g/kg (70)'. 간부전이라는 중증 결과의 최저 용량이므로 중증으로 판정. 결론절 'foodstuffs that must not be fed to dogs and cats' 에 근거해 feeding_level=NEVER."
F-034-034,S-034,Frontiers in Veterinary Science,toxicity_food,dog,자일리톨,,,증례 보고 범위,0.03-3.64,g/kg,,,,,,"저혈당(192두 중 30두, 15.6%). 간부전 발생 0두, 전두 생존·퇴원",구토|기면|설사|운동실조|발작|불안|식욕부진,"섭취 후 30-60분, 최대 12시간까지 지연 가능",,,본문 'XYLITOL' 절 (p.4-5),2026-07-31,(68) DuHadway MR et al. J Vet Emerg Crit Care (2015) 25:646-54,ohb,2007-2012 미국 3개 대학병원 192례 후향 연구의 추정 섭취량 범위. 중앙값 0.32 g/kg. 41두(21%)에서 임상징후 발현. 보고된 섭취량 분포이지 역치가 아니다.
F-034-035,S-034,Frontiers in Veterinary Science,toxicity_food,dog,자일리톨,,,증례 보고 범위,1.4-45,g/kg,,,,,,급성 간부전,기면|황달|구토|점상출혈|반상출혈|위장관 출혈,1-72시간,,,Table 2 (p.5),2026-07-31,"(69) Dunayer EK, Gwaltney-Brant SM. J Am Vet Med Assoc (2006) 229:1113-7 외",ohb,"Table 2 캡션 'Range of xylitol doses reported to cause acute hepatic failure in dogs' — 역치 아님. ★여기서도 용량-반응이 역전한다: 1.4-2 g/kg 사망(69), 4.7 g/kg 사망(73), 7 g/kg 안락사, 13.9 g/kg 사망, 15.9 g/kg 안락사인데 16 g/kg 회복, 45 g/kg 회복(75). 섭취원은 쿠키·가정용 빵·자일리톨 분말·껌·머핀 등이다."
F-034-036,S-034,Frontiers in Veterinary Science,toxicity_food,mammal,에탄올(주류),,,,,,,,,NEVER,,에탄올 중독 — 위장관에서 빠르게 흡수되어 혈액뇌장벽 통과,중추신경 억제|운동실조|무기력|진정|저체온|대사성 산증|혼수|중증 호흡억제,대개 섭취 1시간 이내,,,본문 'ETHANOL' 절 (p.2),2026-07-31,(27) Richardson JA. Ethanol. Small Animal Toxicology (2013) p.547-9,ohb,"원문에 개·고양이 체중당 에탄올 임계치 수치가 없다 — dose 비움. 구토 유발은 극히 최근 섭취이고 무증상일 때만. 중증에서는 혈액투석이 유효(20), 요힘빈이 각성제로 권고된다(25). 결론절 'foodstuffs that must not be fed to dogs and cats' 에 근거해 feeding_level=NEVER."
F-034-037,S-034,Frontiers in Veterinary Science,toxicity_food,dog,발효 전 빵 반죽·피자 반죽(생 반죽),Saccharomyces cerevisiae,,,,,,,,NEVER,,효모가 탄수화물을 에탄올과 이산화탄소로 대사 → 에탄올 중독 및 가스에 의한 위 팽만,중추신경 억제|운동실조|무기력|진정|저체온|대사성 산증|혼수|중증 호흡억제|과도한 가스로 인한 복부 팽만|복통,대개 섭취 1시간 이내,,,본문 'ETHANOL' 절 (p.2),2026-07-31,(23) Thrall MA et al. (1984) · (24) Suter RJ (1992) · (25) Means C (2003),ohb,원문 요약(Abstract)에도 'unbaked bread dough' 가 중독 원인으로 명시. 용량 수치 없음. 결론절 'foodstuffs that must not be fed to dogs and cats' 에 근거해 feeding_level=NEVER.
F-034-038,S-034,Frontiers in Veterinary Science,toxicity_food,dog,썩은 사과(발효된 낙과),,,,,,,,,,,에탄올 중독. 만성 섭취에 의한 간손상이 사망 요인으로 의심된 치명적 1례,구토|운동실조|진전|탈수|중추신경 억제|운동실조|무기력|진정|저체온|대사성 산증|혼수|중증 호흡억제,증상 발현 후 48시간 뒤 사망(치명적 1례),,,본문 'ETHANOL' 절 (p.2),2026-07-31,"(21) Kammerer M, Sachot E, Blanchot D. Vet Hum Toxicol (2001) 43:349-50",ohb,"원문에 섭취량 수치 없음. 대부분의 에탄올 증례는 밀착 관찰과 지지요법으로 회복했다(22,24,28)."
F-034-039,S-034,Frontiers in Veterinary Science,toxicity_food,dog,슬로베리(진 담금용),,,,,,,,,,,에탄올 중독,중추신경 억제|운동실조|무기력|진정|저체온|대사성 산증|혼수|중증 호흡억제|사지마비(tetraplegia),대개 섭취 1시간 이내,,,본문 'ETHANOL' 절 (p.2),2026-07-31,(22) Lumeij JT. Tijdschr Diergeneeskd (2009) 134:932-3,ohb,'sloe berries used to make sloe gin' — 원문에 학명·용량 수치 없어 비웠다. 사냥개 사지마비 감별진단 증례.
F-034-040,S-034,Frontiers in Veterinary Science,toxicity_food,dog,홉,Humulus lupulus,암꽃차례(생홉·사용 후 홉 모두),,,,,,,NEVER,,악성 고열(산화적 인산화 탈공역 추정). 적극적 치료에도 치사율이 높을 수 있음,현저한 고체온|불안·안절부절|빈맥|빈호흡|헐떡임|구토|복통|발작|근괴사를 시사하는 암갈색 소변,섭취 후 수 시간 이내,,,본문 'HOPS' 절 (p.3),2026-07-31,"(44) Duncan KL, Hare WR, Buck WB. J Am Vet Med Assoc (1997) 210:51-4",ohb,"★초안은 threshold_type 을 '역치 없음' 으로 두었으나, 원문은 안전량이 없다고 말한 적이 없고 단지 용량 수치를 제시하지 않을 뿐이다 — 지침대로 threshold_type 과 dose 를 모두 비웠다. Duncan 등(44) 5두(그중 4두 그레이하운드) 보고에서 4두 사망. 그레이하운드·래브라도 리트리버·세인트버나드·포인터·도베르만·보더콜리·잉글리시 스프링어 스패니얼 및 북방견종 등 악성 고열 소인 품종이 특히 감수성이 높다(42). 해독제로 단트롤렌 나트륨 사용 가능. 결론절 'foodstuffs that must not be fed to dogs and cats' 에 근거해 feeding_level=NEVER."
F-043-001,S-043,농촌진흥청 국립축산과학원,nutrition,mammal,대사에너지 계산식(1단계 총에너지),,,,,,,,,,,,,,,,표 2-3 (p.26),2026-07-31,"Kienzle E 등, 2002; NRC 2006b",ohb,"표 2-3 1단계. 총에너지(kcal) = {5.7 × 조단백질(%)} + {9.4 × 조지방(%)} + [4.1 × {가용무질소물(%) + 조섬유(%)}] / 총에너지(kJ) = {23.8 × 조단백질(%)} + {39.3 × 조지방(%)} + [17.1 × {가용무질소물(%) + 조섬유(%)}]. 표 2-2 예상 총에너지 값: 조단백질 5.7kcal/g(23.8kJ/g), 조지방 9.4kcal/g(39.3kJ/g), 가용무질소물+조섬유 4.1kcal/g(17.1kJ/g)"
F-043-002,S-043,농촌진흥청 국립축산과학원,nutrition,dog,대사에너지 계산식(2단계 에너지 소화율),,,,,,,,,,,,,,,,표 2-3 (p.26),2026-07-31,,ohb,표 2-3 2단계. 개 에너지 소화율(%) = 91.2 - {1.43 × 건물 기준 조섬유(%)}
F-043-003,S-043,농촌진흥청 국립축산과학원,nutrition,cat,대사에너지 계산식(2단계 에너지 소화율),,,,,,,,,,,,,,,,표 2-3 (p.26),2026-07-31,,ohb,표 2-3 2단계. 고양이 에너지 소화율(%) = 87.9 - {0.88 × 건물 기준 조섬유(%)}
F-043-004,S-043,농촌진흥청 국립축산과학원,nutrition,mammal,대사에너지 계산식(3단계 가소화에너지),,,,,,,,,,,,,,,,표 2-3 (p.26),2026-07-31,,ohb,표 2-3 3단계. 가소화에너지(kcal) = {총에너지(kcal) × 에너지소화율} / 100 / 가소화에너지(kJ) = {총에너지(kJ) × 에너지소화율} / 100
F-043-005,S-043,농촌진흥청 국립축산과학원,nutrition,dog,대사에너지 계산식(4단계 대사에너지),,,,,,,,,,,,,,,,표 2-3 (p.26),2026-07-31,,ohb,표 2-3 4단계(개). 대사에너지(kcal) = 가소화에너지(kcal) - {1.04 × 조단백질(%)} / 대사에너지(kJ) = 가소화에너지(kJ) - {4.35 × 조단백질(%)}
F-043-006,S-043,농촌진흥청 국립축산과학원,nutrition,cat,대사에너지 계산식(4단계 대사에너지),,,,,,,,,,,,,,,,표 2-3 (p.26),2026-07-31,,ohb,표 2-3 4단계(고양이). 대사에너지(kcal) = 가소화에너지(kcal) - {0.77 × 조단백질(%)} / 대사에너지(kJ) = 가소화에너지(kJ) - {3.22 × 조단백질(%)}
F-043-007,S-043,농촌진흥청 국립축산과학원,nutrition,dog,대사에너지 방정식(원료 기반),,,,,,,,,,,,,,,,표 2-4 (p.26),2026-07-31,,ohb,"표 2-4(개). 대사에너지(kcal) = {4 × 조단백질(%)} + {9 × 조지방(%)} + {4 × 가용무질소물(%)} / 대사에너지(kJ) = {16.7 × 조단백질(%)} + {37.6 × 조지방(%)} + {16.7 × 가용무질소물(%)}. 식물성·동물성 원료 포함 사료, 유기농 사료, 신선·보존 상태(고기·내장·유제품·요리된 전분원료 등) 및 소화가 용이한 사료에 적용"
F-043-008,S-043,농촌진흥청 국립축산과학원,nutrition,cat,대사에너지 방정식(원료 기반),,,,,,,,,,,,,,,,표 2-4 (p.26),2026-07-31,,ohb,표 2-4(고양이). 대사에너지(kcal) = {4 × 조단백질(%)} + {8.5 × 조지방(%)} + {4 × 가용무질소물(%)} / 대사에너지(kJ) = {16.7 × 조단백질(%)} + {35.6 × 조지방(%)} + {16.7 × 가용무질소물(%)}
F-043-009,S-043,농촌진흥청 국립축산과학원,nutrition,mammal,권장 영양소 함량의 전제 에너지 섭취량,,,,,,,,,,,,,,,,2.2.2.9 표 해석법 (p.31),2026-07-31,,ohb,"p.31 '2.2.2.9 표 해석법'. 표 2-17a-h 의 권장량은 개 110kcal/kg^0.75, 고양이 100kcal/kg^0.67 의 평균 일일 에너지 섭취량을 기반으로 한다. 표 2-15 변환 계수는 사료 에너지 밀도 4.0 kcal ME/건물 g 를 전제로 한다 — 에너지 밀도가 다르면 권장 사항을 그에 맞추어 수정 적용해야 한다"
F-043-010,S-043,농촌진흥청 국립축산과학원,nutrition,mammal,"영양밀도(단위/1,000kcal) 환산식",,,,,,,,,,,,,,,,2.2.1.4 (p.25),2026-07-31,,ohb,"p.25. 단위/1,000kcal = {일당 영양소 요구량(단위/kg 대사 체중) × 1,000} / 일일 에너지 요구량(kcal/kg 대사 체중). 개 대사 체중 = 체중^0.75, 고양이 대사 체중 = 체중^0.67"
F-043-011,S-043,농촌진흥청 국립축산과학원,nutrition,dog,유지 에너지 요구량,,,,130,kcal/kg^0.75,,일일 · 대사체중 kg^0.75 당,자견(1-2세),,,,,,,,표 2-5 (p.19),2026-07-31,"Männer K 1990; Burger IH 1994; Wichert B 등, 1999; Connor MM 등, 2000; Kealy RD 등, 2002; Patil AR 등, 2002; NRC 2006b",ohb,"표 2-5. 범위 125-140kcal/kg^0.75 (550kJ, 범위 523-585kJ). 활동량은 포함하지 않은 값이다"
F-043-012,S-043,농촌진흥청 국립축산과학원,nutrition,dog,유지 에너지 요구량,,,,110,kcal/kg^0.75,,일일 · 대사체중 kg^0.75 당,성견(3-7세),,,,,,,,표 2-5 (p.19),2026-07-31,"Männer K 1990; Burger IH 1994; Wichert B 등, 1999; Connor MM 등, 2000; Kealy RD 등, 2002; Patil AR 등, 2002; NRC 2006b",ohb,"표 2-5. 범위 95-130kcal/kg^0.75 (460kJ, 범위 398-545kJ). 활동량 미포함. p.24: FEDIAF 는 110kcal/kg^0.75/일(15kg 개 838kcal/일)을 평균 요구량으로 제시하고, NRC 성견 유지 권장량은 130kcal/kg^0.75/일(1,000kcal ME/일)이다"
F-043-013,S-043,농촌진흥청 국립축산과학원,nutrition,dog,유지 에너지 요구량,,,,95,kcal/kg^0.75,,일일 · 대사체중 kg^0.75 당,노견(7세 이상),,,,,,,,표 2-5 (p.19),2026-07-31,"Männer K 1990; Burger IH 1994; Wichert B 등, 1999; Connor MM 등, 2000; Kealy RD 등, 2002; Patil AR 등, 2002; NRC 2006b",ohb,"표 2-5. 범위 80-120kcal/kg^0.75 (398kJ, 범위 335-500kJ). 노견은 성견보다 10-15% 적은 에너지를 요구한다(p.18). 저활동(1시간/일 미만) 성견 조사에서도 95kcal/kg^0.75(15kg 개 724kcal/일)이 별도 권장에 반영됐다"
F-043-014,S-043,농촌진흥청 국립축산과학원,nutrition,dog,활동량별 일일 에너지 요구량,,,,,,,일일 · 대사체중 kg^0.75 당,성견,,,,,,,,표 2-6 (p.20),2026-07-31,,ohb,"표 2-6(kcal ME/kg^0.75). 활동이 적음(1시간/일 미만, 걷는 산책) 95; 활동성 중간(1-3시간/일, 영향력 낮은 활동) 110; 활동성(1-3시간/일, 영향력 높은 활동) 125; 활동성 높음(3-6시간/일, 사역견·양몰이견) 150-175; 극한 상황 고활동(극한의 추위에서 168km/일 달리는 썰매견) 860-1,240; 비만 위험 90 이하. 품종차: 그레이트 데인 200(200-250), 뉴펀들랜드 105(80-132). 값이 여러 개라 단일 dose 로 쓰지 않았다 — 계산 노드에서 활동 등급으로 분기할 것"
F-043-015,S-043,농촌진흥청 국립축산과학원,nutrition,dog,성장 에너지 요구량,,,,25,kcal/100g 체중,,일일 · 체중 100g 당,갓난 강아지,,,,,,,,표 2-7b (p.21),2026-07-31,"Klein 등, 2019",ohb,표 2-7b. 105kJ/100g 체중
F-043-016,S-043,농촌진흥청 국립축산과학원,nutrition,dog,성장 에너지 요구량,,,,,,,일일 · 현재 체중^0.75 당,자견(8주-1년),,,,,,,,표 2-7b (p.21),2026-07-31,"Klein 등, 2019",ohb,"표 2-7b. 에너지 요구량(kcal) = (254.1 - 135.0 × [현재 체중/예상 성체 체중]) × 현재 체중^0.75 / (kJ) = (1,063 - 565 × [현재 체중/예상 성체 체중]) × 현재 체중^0.75. 체중비에 따라 값이 달라지는 식이라 dose 를 비웠다. 자견은 절대 자유채식(ad libitum)으로 먹이면 안 된다(p.21)"
F-043-017,S-043,농촌진흥청 국립축산과학원,nutrition,dog,번식기 에너지 요구량,,,,132,kcal/kg^0.75,,일일 · 대사체중 kg^0.75 당,임신 4주,,,,,,,,표 2-7b (p.21),2026-07-31,Gesellschaft für Ernahrungsphysiologie 1989,ohb,표 2-7b. 550kJ/kg 체중^0.75
F-043-018,S-043,농촌진흥청 국립축산과학원,nutrition,dog,번식기 에너지 요구량,,,,,,,일일 · 대사체중 kg^0.75 당,임신 5주,,,,,,,,표 2-7b (p.21),2026-07-31,Gesellschaft für Ernahrungsphysiologie 1989,ohb,표 2-7b. 132kcal/kg 체중^0.75 + 26kcal/kg 체중 (550kJ/kg 체중^0.75 + 110kJ/kg 체중). 두 항의 합이라 단일 dose 로 쓰지 않았다
F-043-019,S-043,농촌진흥청 국립축산과학원,nutrition,dog,수유기 에너지 요구량,,,,,,,일일 · 대사체중 kg^0.75 당,수유,,,,,,,,표 2-7b (p.21),2026-07-31,NRC 2006b; NRC 2006h,ohb,"표 2-7b. 강아지 1-4마리: 145kcal/kg 체중^0.75 + 24n × kg 체중 × L; 강아지 5-8마리: 145kcal/kg 체중^0.75 + (96 + 12n-4) × kg 체중 × L. n = 강아지 마릿수, L = 0.75(1주차)·0.95(2주차)·1.1(3주차)·1.2(4주차)"
F-043-020,S-043,농촌진흥청 국립축산과학원,nutrition,cat,유지 에너지 요구량,,,,52-75,kcal/kg^0.67,,일일 · 대사체중 kg^0.67 당,성묘(중성화 및/또는 실내),,,,,,,,표 2-8 (p.22),2026-07-31,"Riond JL 등, 2003; NRC 2006b; NRC 2006h; Wichert B 등, 2007",ohb,표 2-8. 체중 kg 당으로는 35-45kcal(4kg 고양이 기준). p.22: 실내·중성화 성묘 평균 유지 에너지 요구량 75kcal/kg 체중^0.67 (4kg 고양이 189kcal/일)
F-043-021,S-043,농촌진흥청 국립축산과학원,nutrition,cat,유지 에너지 요구량,,,,100,kcal/kg^0.67,,일일 · 대사체중 kg^0.67 당,성묘(활동적),,,,,,,,표 2-8 (p.22),2026-07-31,"Riond JL 등, 2003; NRC 2006b; NRC 2006h; Wichert B 등, 2007",ohb,"표 2-8. 체중 kg 당으로는 60-65kcal(4kg 고양이 기준), 일일 253kcal. 고양이는 대사체중 지수로 0.75 가 아니라 **0.67** 을 쓴다(Heusner 1991) — 개와 지수가 다르다. NRC 는 100kcal/kg^0.67 이 마른 체격의 고양이에게만 유효하다고 명시한다"
F-043-022,S-043,농촌진흥청 국립축산과학원,nutrition,cat,성장 에너지 요구량,,,,2.0-2.5,배,,유지에너지 요구량의 배수,자묘(-4개월),,,,,,,,표 2-9 (p.22),2026-07-31,"Loveridge GG 1986; Kienzle E 등, 1998; NRC 2006b; NRC 2006h",ohb,표 2-9. 유지에너지 요구량의 배수다 — 절대량이 아니다
F-043-023,S-043,농촌진흥청 국립축산과학원,nutrition,cat,성장 에너지 요구량,,,,1.75-2.0,배,,유지에너지 요구량의 배수,자묘(4-9개월),,,,,,,,표 2-9 (p.22),2026-07-31,"Loveridge GG 1986; Kienzle E 등, 1998; NRC 2006b; NRC 2006h",ohb,표 2-9. 유지에너지 요구량의 배수다
F-043-024,S-043,농촌진흥청 국립축산과학원,nutrition,cat,성장 에너지 요구량,,,,1.5,배,,유지에너지 요구량의 배수,자묘(9-12개월),,,,,,,,표 2-9 (p.22),2026-07-31,"Loveridge GG 1986; Kienzle E 등, 1998; NRC 2006b; NRC 2006h",ohb,표 2-9. 유지에너지 요구량의 배수다
F-043-025,S-043,농촌진흥청 국립축산과학원,nutrition,cat,번식기 에너지 요구량,,,,140,kcal/kg^0.67,,일일 · 대사체중 kg^0.67 당,임신,,,,,,,,표 2-9 (p.22),2026-07-31,"Loveridge GG 1986; Kienzle E 등, 1998; NRC 2006b; NRC 2006h",ohb,표 2-9
F-043-026,S-043,농촌진흥청 국립축산과학원,nutrition,cat,수유기 에너지 요구량,,,,,,,일일 · 대사체중 kg^0.67 당,수유,,,,,,,,표 2-9 (p.22),2026-07-31,"Loveridge GG 1986; Kienzle E 등, 1998; NRC 2006b; NRC 2006h",ohb,표 2-9. 분만 자묘 3마리 미만: 100kcal/kg 체중^0.67 + 18kcal × kg 체중 × L; 3-4마리: 100kcal/kg 체중^0.67 + 60kcal × kg 체중 × L; 4마리 초과: 100kcal/kg 체중^0.67 + 70kcal × kg 체중 × L. L = 0.9(1-2주차)·1.2(3-4주차)·1.1(5주차)·1(6주차)·0.8(7주차)
F-043-027,S-043,농촌진흥청 국립축산과학원,nutrition,dog,단백질,,,,56.3,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 56.3 g, 후기 성장(자견 14주령 이상) 50.0 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 62.5/50.0 · AAFCO 56.3 (aNIAS 최소 56.3) / 단위/1,000kcal 대사에너지 기준 표(2-17c·d·g·h)에서 추출. 같은 값의 '단위/건물 100g' 표(2-17a·b·e·f)는 중복이므로 제외했다 — 계산 노드가 일일 kcal 을 먼저 구한 뒤 1,000kcal 당 값을 쓰므로 이쪽이 맞다. 변환 계수(표 2-15): 단위/건물 100g × 2.5 = 단위/1,000kcal / 표 2-17c 제목: 반려견 완전 사료의 권장 영양소 함량(성장 및 번식기, 단위/1,000kcal 대사에너지)"
F-043-028,S-043,농촌진흥청 국립축산과학원,nutrition,dog,아르지닌,,,,2.04,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 2.04 g, 후기 성장(자견 14주령 이상) 1.84 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 2.04/1.84 · AAFCO 2.50 (aNIAS 최소 2.04)"
F-043-029,S-043,농촌진흥청 국립축산과학원,nutrition,dog,히스티딘,,,,0.98,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 0.98 g, 후기 성장(자견 14주령 이상) 0.63 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 0.98/0.63 · AAFCO 1.10 (aNIAS 최소 0.98)"
F-043-030,S-043,농촌진흥청 국립축산과학원,nutrition,dog,이소루신,,,,1.63,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 1.63 g, 후기 성장(자견 14주령 이상) 1.25 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 1.63/1.25 · AAFCO 1.78 (aNIAS 최소 1.63)"
F-043-031,S-043,농촌진흥청 국립축산과학원,nutrition,dog,류신,,,,3.23,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 3.23 g, 후기 성장(자견 14주령 이상) 2.00 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 3.23/2.00 · AAFCO 3.23 (aNIAS 최소 3.23)"
F-043-032,S-043,농촌진흥청 국립축산과학원,nutrition,dog,라이신,,,,2.20,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 2.20 g, 후기 성장(자견 14주령 이상) 1.75 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 2.20/1.75 · AAFCO 2.25 (aNIAS 최소 2.20)"
F-043-033,S-043,농촌진흥청 국립축산과학원,nutrition,dog,메치오닌,,,,0.88,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 0.88 g, 후기 성장(자견 14주령 이상) 0.65 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 0.88/0.65 · AAFCO 0.88 (aNIAS 최소 0.88)"
F-043-034,S-043,농촌진흥청 국립축산과학원,nutrition,dog,메치오닌+시스틴,,,,1.75,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 1.75 g, 후기 성장(자견 14주령 이상) 1.33 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 1.75/1.33 · AAFCO 1.75 (aNIAS 최소 1.75)"
F-043-035,S-043,농촌진흥청 국립축산과학원,nutrition,dog,페닐알라닌,,,,1.63,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 1.63 g, 후기 성장(자견 14주령 이상) 1.25 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 1.63/1.25 · AAFCO 2.08 (aNIAS 최소 1.63) / ⚠ AAFCO 2.08 와 1.3배 차이"
F-043-036,S-043,농촌진흥청 국립축산과학원,nutrition,dog,페닐알라닌+티로신,,,,3.25,g,,"1,000kcal 대사에너지 당",성장 및 번식기,,,,,,,,표 2-17c,2026-07-31,,ohb,"aNIAS 최소가 성장 단계별로 나뉜다 — 초기 성장(자견 14주령 미만) 및 번식 3.25 g, 후기 성장(자견 14주령 이상) 2.50 g. dose 에는 초기 성장 및 번식 값(더 높은 쪽)을 넣었다 / FEDIAF 3.25/2.50 · AAFCO 3.25 (aNIAS 최소 3.25)"
